uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,marker_display_style
p_1775552380,2774.373600334694,3589.3779184420946,ウェポンケース,Weapon Case,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T17:59:40,,,
p_1775552455,2650.280212460299,3454.0881346692577,キングスホロウ鉱山（東）,Kings Hollow Mines East,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:48:33,,,icon_only
p_1775552510,2606.894178353837,3460.1528491142467,爆発物ボックス,Explosive Box,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T18:01:50,,,
p_1775552554,2606.894178353837,3474.6148604830673,N870,N870,DEPLOYABLES,,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N870"", ""item_name_jp"": ""N870"", ""item_name_en"": ""N870"", ""qty"": ""1"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T18:03:40,,,
p_1775552646,2538.7827699716504,3261.8833384126756,デッドエンド・モーテル,Dead Ends Motel,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,Dead Ends Motel,2026-04-11T21:53:04,,,
p_1775552683,2514.9904286874616,3264.2159208915173,ウェポンケース,Weapon Case,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T18:04:43,,,
p_1775553133,2526.653341081672,3246.9548105480867,大麻,Cannabis,DEPLOYABLES,,,その他のアイテム,"[{""cat_id"": ""MISC"", ""category"": ""その他のアイテム"", ""cat_name_en"": ""Misc"", ""item_id"": ""CANNABIS"", ""item_name_jp"": ""大麻"", ""item_name_en"": ""Cannabis"", ""qty"": ""1"", ""item_qty"": ""1"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T18:13:22,,,
p_1775606776,2826.092000833253,2851.9460335134963,ダニモーラ・コミュニティセンター兼裁判所,Dannemora Community ＆Curt Center,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:55:16,,,icon_only
p_1775609496,2843.328022620082,2842.096878206737,スキルブック,Skill Book,DEPLOYABLES,,,スキルブック,"[{""cat_id"": ""SKILL_BOOK"", ""category"": ""スキルブック"", ""cat_name_en"": ""Skill Book"", ""item_id"": """", ""item_name_jp"": """", ""item_name_en"": """", ""qty"": ""1"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-08T09:51:36,,,
p_1775609568,2763.6437209320206,2766.9093364023997,聖ペテロ墓地,St. Peters Cemetary,POI,POI,,,,3,POI,,,,2026-04-11T21:54:07,,,icon_only
p_1775609598,2770.2664572906797,2763.8358165154623,軍用クレート,Military Crate,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""MILITARY_CRRATE"", ""item_name_jp"": ""軍用クレート"", ""item_name_en"": ""Military Crate"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-08T09:53:18,,,
p_1775609692,2751.514292042042,2725.85588477478,聖ペテロの祈りの家,St. Peter's House Prayer,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CHURCH"", ""item_name_jp"": ""教会"", ""item_name_en"": ""Church"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T22:00:41,,,
p_1775610683,2698.725578666384,2634.4191709142065,ブラン薬局,Bran's Pharmacy,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T15:26:26,,,
p_1775610758,2595.8353262629,2641.9215851519602,デイビッド・オートパーツ,David's Auto Parts,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:39:04,,,
p_1775610781,2857.4861833735486,2558.9336631374067,最上位ツール,High-End Tools,DEPLOYABLES,Deployables,,ツールコンテナ,"[{""cat_id"": ""TOOL_CONTAINER"", ""category"": ""ツールコンテナ"", ""cat_name_en"": ""Tool Container"", ""item_id"": ""STEEL_TOOL_SHELF"", ""item_name_jp"": ""スチール製ツールシェルフ"", ""item_name_en"": ""Steel Tool Shelf"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,DEPLOYABLES,,,,2026-04-12T11:27:29,,,
p_1775610858,2404.732825365955,2542.3132135572487,レイクサイド・ガンショップ＆射撃場,Lake Side Gun Shop & Range,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T22:01:11,,,
p_1775610890,2423.2797987945582,2541.1748796735505,ウェポンケース,Weapon Case,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-08T10:14:50,,,
p_1775611232,2423.5077776694648,2558.9336631374053,N870,N870,DEPLOYABLES,Deployables,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N870"", ""item_name_jp"": ""N870"", ""item_name_en"": ""N870"", ""qty"": ""4"", ""attributes"": {}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""MOSINNAGANT"", ""item_name_jp"": ""モシンナガン"", ""item_name_en"": ""Mosin-Nagant"", ""qty"": ""4"", ""attributes"": {}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""MP5"", ""item_name_jp"": ""MP5"", ""item_name_en"": ""MP5"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N4"", ""item_name_jp"": ""N4"", ""item_name_en"": ""N4"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""DOUBLE_BARREL_SHOTGUN"", ""item_name_jp"": ""ダブルバレルショットガン"", ""item_name_en"": ""Double Barrel Shotgun"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N1903"", ""item_name_jp"": ""N1903"", ""item_name_en"": ""N1903"", ""qty"": ""1"", ""attributes"": {}}]",3,DEPLOYABLES,,,,2026-04-12T19:25:02,,,
p_1775611310,2303.7789834716714,2421.353274946111,チャジー湖のビーチ,Chazy Lake Beach,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:55:55,,,
p_1775611331,2319.7838608451557,2430.2790719428617,ソーラーパネル,Solar Panel,DEPLOYABLES,,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""SOLAR_PANEL"", ""item_name_jp"": ""ソーラーパネル"", ""item_name_en"": ""Solar Panel"", ""qty"": ""1"", ""item_qty"": ""1"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-08T10:22:17,,,
p_1775611351,2248.0696987678143,2559.5492353440777,アディロンダックガーディアン号の残骸,Adirondack Guardian Shipwreck,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""SHIPWRECK"", ""item_name_jp"": ""沈没船"", ""item_name_en"": ""Shipwreck"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T22:02:01,,,
p_1775611363,2203.1329276807246,2650.3461358282652,セーヌ洞窟,Seine Cave,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:56:32,,,
p_1775611383,2167.4297396937222,2899.6528795306103,SSセネカ号の残骸,SS Seneca Shipwreck,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""SHIPWRECK"", ""item_name_jp"": ""沈没船"", ""item_name_en"": ""Shipwreck"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:56:49,,,
p_1775611441,1867.465532560918,2376.9015459400143,浸水した採石場,Flooded Quarry,POI,POI,,,,3,POI,,,,2026-04-11T22:04:45,,,
p_1775611472,1747.5266306654246,2568.5051029682245,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": false, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",3,DEPLOYABLES,,,,2026-04-13T19:19:14,,,
p_1775713363,999.6892636360712,2981.831769121385,サンセットリゾート,Sunset Resort,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T10:08:48,,,
p_1775722023,1769.9635849453218,2674.0725537444873,ベルモント鉱山,Belmont Mine,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:54:56,,,
p_1775722176,1882.3940604255072,2360.106952092352,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",3,DEPLOYABLES,,,,2026-04-13T19:19:06,,,
p_1775722234,1787.621688176817,2816.242845526494,WPLT-TV測候所,WPLT-TV Weather Station,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T14:31:06,,,
p_1775783409,1141.886443377409,2914.734398594087,サンセット池,Sunset Pond,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""POND"", ""item_name_jp"": ""池"", ""item_name_en"": ""Pond"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:46:02,,,
p_1775783686,1336.5015077827566,2807.510585113818,リヨンマウンテン野球場,Lyon Mtn. Baseball Field,POI,POI,,,,3,POI,,,,2026-04-11T17:19:50,,,
p_1775783752,1296.8338366961266,2941.9177631266275,A7排水処理施設,Wastewater Plant A7,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": """", ""item_name_jp"": """", ""item_name_en"": """", ""qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:46:48,,,
p_1775783780,1457.700629416066,2819.2347365907617,アンビルガス,Anvil Gas,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:20:28,,,
p_1775783903,1498.3592693342925,2823.477377277881,リヨンマウンテン郵便局,Lyon Mtn. Post Office,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:31:27,,,
p_1775783956,1345.6242045979984,3008.385800558163,リヨンマウンテン博物館,Lyon Mtn. Museum,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:47:44,,,
p_1775784026,1262.8601540450675,2994.5693863373804,ジョンの整備工場,Josh's Small Engine Repair,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:47:27,,,
p_1775784119,1255.4680899967136,3184.808942464206,フィリップスパーク,Phillips Park,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:48:22,,,
p_1775784204,1289.409215493668,3388.4556954459317,公共水源,Public Water Spring,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:49:49,,,
p_1775784260,1378.1511165325794,3469.772975282385,リック建設,Rick's Construction,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:50:27,,,
p_1775784542,1529.1184143159073,3314.2094834213444,ダウ池監視所,Dow Pond Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:59:54,,,
p_1775798275,1573.6661415306596,3242.7916985215033,チャジー高原コテージ,Chazy Highlands Cabins,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:09:51,,,
p_1775798314,1533.7146083936198,3403.3049378508495,グリーンキャニオン鉱山,Green Canyon Mine,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:00:13,,,
p_1775798409,1582.8904701421923,2898.000471713321,3-9LM送電線点検所,Power Line Service Shed 3-9LM,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:55:58,,,
p_1775798444,1688.3231981858514,2806.0967220469456,スミスキル鉱山,Smithkill Mine,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:53:00,,,
p_1775798656,1808.6844540940995,2669.4073887868035,リヨンマウンテン監視所,Lyon Mountain Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:55:14,,,
p_1775798698,1870.731148031297,2595.2312659596273,リヨンマウンテン山頂,Lyon Mountain Peak,POI,POI,,,,3,POI,,,,2026-04-11T18:19:06,,,
p_1775798751,1888.4587748704962,2548.5796163827868,無名の鉱山（北）,Unnamed Mine North,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:18:50,,,
p_1775798786,1936.0434574388735,2554.1778143320075,無名の鉱山（南）,Unnamed Mines South,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:18:39,,,
p_1775798829,1679.4593847662516,2419.8210635507075,セーヌ山監視所,Seine Mountain Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:52:29,,,
p_1775798897,2083.9291865974574,2275.667466358271,ダニモーラ・タウンガレージ,Dannemora Town Garage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:18:15,,,
p_1775798942,2170.7012548103803,2473.470460564074,チャジー湖ボート乗り場,Chazy Lake Boat Launch,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:17:55,,,
p_1775798991,2047.5408999275219,2811.228403500398,テイラー不動産,Taylor Realty Main Office,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:17:24,,,
p_1775799023,2011.6191297533549,2892.4022737641003,サマーヘイブン・トレーラーパーク,Summer Haven Mobile Homes,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:16:59,,,
p_1775799231,2014.8847452237335,3013.2300461681166,チャジーレイク監視所,Chazy Lake Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:16:37,,,
p_1775799300,1964.500963680746,3300.6042075614528,イブリル鉱山（南）,Averill Mines South,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:14:06,,,
p_1775799371,2018.6168771898808,3197.5040619966358,ドックリンクLLC,Public Building,POI,,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T14:36:11,,,
p_1775799408,1831.543762386751,3135.9238845552068,7-1CH送電線点検所,Power Line Service Shed 7-1CH,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:58:14,,,
p_1775799438,2020.9494596687227,3400.438737655891,ノアイースタン監視所,Noreastern Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:14:35,,,
p_1775799494,1905.2533687181588,3390.641891244755,イブリルリッジ・リゾート,Averill Ridge Resort,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:15:09,,,
p_1775799545,1690.1892641689249,3449.889486207342,ダウ池,Dow Pond,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""LAKE"", ""item_name_jp"": ""湖"", ""item_name_en"": ""Lake"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:09:33,,,
p_1775799571,1790.4903107591317,3586.1123029717155,バーンズ池,Barnes Pond,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""LAKE"", ""item_name_jp"": ""湖"", ""item_name_en"": ""Lake"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:09:01,,,
p_1775799608,1713.5150889573451,3539.9271698906437,池わきの小屋,Pond-Side Cabin,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:09:23,,,
